tile_id,slide,cohort,diet,batch,split,band,score,score_pct,n_scored_cells,x,y,size,tissue_fraction,frame_tiles,frame_patches,dup_of,order
R25-264-37_x025600_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,4.1602,70.84,1,25600,9216,512,1.0,,,,735
R25-264-33_x012288_y019968,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,2.77,61.47,4,12288,19968,512,1.0,,,,736
R25-264-3_x030208_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,high,4.6664,90.2,3,30208,27648,512,1.0,,,,737
R25-264-37_x024064_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,2.6453,40.92,5,24064,7680,512,1.0,,,,738
R26-122-6_HE_75_x022016_y018432,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,high,4.9095,90.75,3,22016,18432,512,1.0,,,,739
R25-264-36_x022528_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,22528,7168,512,1.0,,,,740
R25-264-13_x026624_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,1.3746,44.41,1,26624,23040,512,1.0,,,,741
R25-264-13_x027648_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.3272,90.42,4,27648,23040,512,1.0,,,,742
R26-122-15_HE_85_x011264_y014336,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,4.0069,59.14,5,11264,14336,512,1.0,,,,743
R25-264-35_x007168_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.3121,91.44,3,7168,15360,512,1.0,,,,744
R25-264-36_x036864_y015872,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,3.2003,59.66,3,36864,15872,512,1.0,,,,745
R25-264-1_x007680_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,7680,24064,512,1.0,,,,746
R26-122-6_HE_75_x012800_y010240,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,3.69,72.83,6,12800,10240,512,1.0,,,,747
R26-122-12_HE_81_x012288_y016896__r2,R26-122-12_HE_81,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,3.8045,63.1,9,12288,16896,512,1.0,,,R26-122-12_HE_81_x012288_y016896,748
R25-264-3_x033792_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,high,7.3419,99.32,3,33792,20992,512,1.0,,,,749
R26-122-6_HE_75_x003584_y011264,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,low,1.584,26.01,7,3584,11264,512,0.8264,,,,750
R25-264-13_x038400_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,high,4.5904,93.61,2,38400,23040,512,1.0,,,,751
R25-264-12_x015360_y011264,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,2.2791,75.76,1,15360,11264,512,1.0,,,,752
R25-264-33_x008192_y015360,R25-264-33,MASH,unknown,2025-08-25HE,train,high,5.9968,97.06,2,8192,15360,512,1.0,,,,753
R25-264-34_x026112_y018432,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,26112,18432,512,1.0,,,,754
R26-122-34_HE_93_x010752_y007680,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,0.144,6.52,4,10752,7680,512,1.0,,,,755
R25-264-3_x028672_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,3.1408,73.31,2,28672,14336,512,1.0,,,,756
R25-264-37_x018944_y008192,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,3.2753,56.52,6,18944,8192,512,1.0,,,,757
R25-264-11_x028672_y026112,R25-264-11,MASH,unknown,2025-08-25HE,train,low,0.2565,23.23,2,28672,26112,512,1.0,,,,758
R25-264-31_x021504_y010240,R25-264-31,MASH,unknown,2025-08-25HE,test,low,,0.0,0,21504,10240,512,1.0,,,,759
R26-122-10_HE_79_x016384_y008704,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,low,,0.0,0,16384,8704,512,1.0,,,,760
R25-264-31_x015872_y016896,R25-264-31,MASH,unknown,2025-08-25HE,test,anchor,,0.0,0,15872,16896,512,1.0,,,,761
R25-264-10_x028160_y011264,R25-264-10,MASH,unknown,2025-08-25HE,test,mid,1.5406,32.39,1,28160,11264,512,1.0,,,,762
R25-264-32_x010752_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,3.8441,84.79,1,10752,22528,512,1.0,,,,763
R25-264-34_x008704_y009728,R25-264-34,MASH,unknown,2025-08-25HE,train,upper,2.7143,77.68,4,8704,9728,512,1.0,,,,764
R25-264-12_x031744_y015360__r2,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,-0.4738,33.77,1,31744,15360,512,1.0,,,R25-264-12_x031744_y015360,765
R25-264-3_x015872_y007680,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,-1.3324,7.09,2,15872,7680,512,1.0,,,,766
R25-264-13_x030208_y023040,R25-264-13,MASH,unknown,2025-08-25HE,train,low,,0.0,0,30208,23040,512,1.0,,,,767
R25-264-3_x030208_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,0.0054,18.92,2,30208,14336,512,1.0,,,,768
R25-264-1_x007680_y021504,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,7680,21504,512,1.0,,,,769
R25-264-30_x012288_y026624,R25-264-30,MASH,unknown,2025-08-25HE,train,mid,1.7316,56.52,2,12288,26624,512,1.0,,,,770
R25-264-10_x017920_y021504,R25-264-10,MASH,unknown,2025-08-25HE,test,high,9.6897,99.72,4,17920,21504,512,1.0,,,,771
R25-264-35_x007680_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,high,6.0168,96.41,4,7680,19968,512,1.0,,,,772
R25-264-10_x026112_y016384__r2,R25-264-10,MASH,unknown,2025-08-25HE,test,anchor,3.2949,65.34,2,26112,16384,512,1.0,,,R25-264-10_x026112_y016384,773
R25-264-33_x008192_y007680,R25-264-33,MASH,unknown,2025-08-25HE,train,low,0.7485,18.53,2,8192,7680,512,1.0,,,,774
R25-264-33_x007168_y007680,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,5.1496,92.06,2,7168,7680,512,1.0,,,,775
R26-122-1_HE_70_x022528_y018944,R26-122-1_HE_70,CCl4,unknown,2026-04-20_CCl4_HE,train,low,1.6914,26.38,2,22528,18944,512,1.0,,,,776
R25-264-34_x020992_y018944,R25-264-34,MASH,unknown,2025-08-25HE,train,high,5.29,98.47,2,20992,18944,512,1.0,,,,777
R25-264-3_x032768_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,high,5.213,94.93,6,32768,27648,512,1.0,,,,778
R26-122-17_HE_101_x026112_y017408,R26-122-17_HE_101,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,4.6783,84.67,4,26112,17408,512,1.0,,,,779
R25-264-3_x016896_y007168,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,1.5484,45.95,3,16896,7168,512,1.0,,,,780
R26-122-23_HE_91_x010240_y015360,R26-122-23_HE_91,CCl4,unknown,2026-04-20_CCl4_HE,train,low,-5.5369,0.36,2,10240,15360,512,1.0,,,,781
R25-264-33_x010240_y018432,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,0.6457,17.35,2,10240,18432,512,1.0,,,,782
R25-264-31_x032256_y019968,R25-264-31,MASH,unknown,2025-08-25HE,test,high,7.6972,98.77,4,32256,19968,512,1.0,,,,783
R25-264-36_x030208_y006656,R25-264-36,MASH,unknown,2025-08-25HE,train,low,-1.6543,3.64,1,30208,6656,512,1.0,,,,784
R26-122-34_HE_93_x006144_y013312__r2,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,3.6005,69.02,7,6144,13312,512,1.0,,,R26-122-34_HE_93_x006144_y013312,785
R25-264-37_x015872_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,high,6.9277,96.42,6,15872,10240,512,1.0,,,,786
R25-264-30_x018432_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,upper,4.3851,89.33,2,18432,8192,512,1.0,,,,787
R26-122-9_HE_78_x012800_y019968,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,mid,2.0747,34.59,6,12800,19968,512,1.0,,,,788
R25-264-1_x021504_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,21504,23040,512,1.0,,,,789
R25-264-31_x012288_y016896,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,1.0674,31.6,1,12288,16896,512,1.0,,,,790
R25-264-36_x013824_y012288,R25-264-36,MASH,unknown,2025-08-25HE,train,mid,3.3081,61.34,5,13824,12288,512,1.0,,,,791
R25-264-3_x013312_y028160,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,4.5115,88.51,2,13312,28160,512,1.0,,,,792
R25-264-36_x022016_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,low,,0.0,0,22016,16384,512,1.0,,,,793
R26-122-10_HE_79_x006656_y010240,R26-122-10_HE_79,CCl4,unknown,2026-04-20_CCl4_HE,train,low,-0.6358,4.74,1,6656,10240,512,1.0,,,,794
R25-264-33_x015872_y019456,R25-264-33,MASH,unknown,2025-08-25HE,train,high,4.9724,90.59,3,15872,19456,512,1.0,,,,795
R26-122-6_HE_75_x018432_y009728,R26-122-6_HE_75,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.2336,39.88,4,18432,9728,512,1.0,,,,796
R25-264-35_x035328_y019456,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.3593,92.27,2,35328,19456,512,1.0,,,,797
R26-122-23_HE_91_x024576_y014336,R26-122-23_HE_91,CCl4,unknown,2026-04-20_CCl4_HE,train,mid,2.0904,30.55,4,24576,14336,512,0.9752,,,,798
R25-264-36_x022528_y020992,R25-264-36,MASH,unknown,2025-08-25HE,train,upper,3.8456,70.59,4,22528,20992,512,1.0,,,,799
R25-264-3_x048128_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,upper,4.1892,86.49,3,48128,14336,512,0.9522,,,,800
R25-264-11_x030208_y011776,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.2665,91.29,4,30208,11776,512,0.9302,,,,801
R25-264-32_x026112_y019456,R25-264-32,MASH,unknown,2025-08-25HE,test,mid,1.5905,49.43,1,26112,19456,512,1.0,,,,802
R25-264-1_x023552_y022528,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,1.5466,79.17,1,23552,22528,512,1.0,,,,803
R26-122-9_HE_78_x010752_y019456,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,2.7308,47.03,1,10752,19456,512,0.9881,,,,804
R25-264-10_x022528_y021504,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,4.834,89.2,2,22528,21504,512,1.0,,,,805
R25-264-34_x014848_y010240,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,0.2709,26.61,1,14848,10240,512,1.0,,,,806
R25-264-32_x044032_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,high,4.5264,92.02,4,44032,22016,512,1.0,,,,807
R26-122-29_HE_82_x006144_y017408,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,4.333,78.33,5,6144,17408,512,1.0,,,,808
R26-122-19_HE_103_x021504_y013312,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,high,6.7379,100.0,4,21504,13312,512,0.978,,,,809
R25-264-30_x012288_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,mid,1.5973,54.94,2,12288,8192,512,1.0,,,,810
R26-122-23_HE_91_x016896_y015360,R26-122-23_HE_91,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.1161,76.73,4,16896,15360,512,1.0,,,,811
R25-264-36_x014848_y016896,R25-264-36,MASH,unknown,2025-08-25HE,train,high,5.3073,91.6,4,14848,16896,512,1.0,,,,812
R25-264-3_x048128_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,low,,0.0,0,48128,27648,512,1.0,,,,813
R25-264-13_x016384_y011776,R25-264-13,MASH,unknown,2025-08-25HE,train,low,-1.886,5.75,1,16384,11776,512,1.0,,,,814
R25-264-31_x015360_y009728__r2,R25-264-31,MASH,unknown,2025-08-25HE,test,low,,0.0,0,15360,9728,512,1.0,,,R25-264-31_x015360_y009728,815
R25-264-32_x030720_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.1993,75.67,4,30720,10752,512,1.0,,,,816
R25-264-3_x032768_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,low,,0.0,0,32768,14336,512,1.0,,,,817
R25-264-37_x033280_y008192,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,2.6995,42.97,1,33280,8192,512,1.0,,,,818
R25-264-35_x019456_y019456,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,1.7406,34.53,5,19456,19456,512,1.0,,,,819
R25-264-32_x018944_y022528__r2,R25-264-32,MASH,unknown,2025-08-25HE,test,high,5.1314,95.44,1,18944,22528,512,1.0,,,R25-264-32_x018944_y022528,820
R25-264-35_x030720_y019968,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,-1.0586,4.14,1,30720,19968,512,1.0,,,,821
R25-264-32_x008192_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,1.348,44.11,3,8192,22528,512,0.8815,,,,822
R25-264-3_x027648_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,high,6.7694,97.97,11,27648,14336,512,1.0,,,,823
R26-122-34_HE_93_x019456_y012288,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,high,5.6773,95.11,3,19456,12288,512,1.0,,,,824
R25-264-37_x034816_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,3.6026,62.4,4,34816,10240,512,1.0,,,,825
R25-264-32_x017408_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.9949,86.69,1,17408,22528,512,1.0,,,,826
R25-264-34_x024576_y011264,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,1.0341,44.95,1,24576,11264,512,1.0,,,,827
R25-264-37_x018944_y009216,R25-264-37,MASH,unknown,2025-08-25HE,train,high,6.7894,95.65,4,18944,9216,512,1.0,,,,828
R25-264-34_x017408_y009728__r2,R25-264-34,MASH,unknown,2025-08-25HE,train,low,,0.0,0,17408,9728,512,1.0,,,R25-264-34_x017408_y009728,829
R25-264-30_x015360_y026624,R25-264-30,MASH,unknown,2025-08-25HE,train,low,,0.0,0,15360,26624,512,1.0,,,,830
R25-264-37_x032768_y007168__r2,R25-264-37,MASH,unknown,2025-08-25HE,train,low,-0.7852,2.56,4,32768,7168,512,1.0,,,R25-264-37_x032768_y007168,831
R25-264-3_x012288_y028160,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,12288,28160,512,1.0,,,,832
R25-264-11_x003584_y011776,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.9639,94.19,2,3584,11776,512,1.0,,,,833
R25-264-37_x026112_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,high,9.1007,99.74,9,26112,20480,512,1.0,,,,834
R26-122-9_HE_78_x006144_y019456,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,2.8141,48.11,7,6144,19456,512,1.0,,,,835
R25-264-37_x017920_y008704,R25-264-37,MASH,unknown,2025-08-25HE,train,low,1.4974,19.44,4,17920,8704,512,1.0,,,,836
R25-264-33_x019968_y007168,R25-264-33,MASH,unknown,2025-08-25HE,train,mid,2.6633,57.94,1,19968,7168,512,1.0,,,,837
R25-264-35_x031744_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,2.7393,54.97,3,31744,15360,512,1.0,,,,838
R25-264-37_x015360_y008704,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,2.0636,28.13,2,15360,8704,512,1.0,,,,839
R25-264-33_x035328_y014848,R25-264-33,MASH,unknown,2025-08-25HE,train,low,0.5592,16.76,1,35328,14848,512,1.0,,,,840
R25-264-30_x036864_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,36864,8192,512,1.0,,,,841
R26-122-15_HE_85_x023552_y014848,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,5.1628,80.65,3,23552,14848,512,1.0,,,,842
R25-264-34_x034304_y009728,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,-0.7582,14.98,1,34304,9728,512,1.0,,,,843
R25-264-1_x032256_y023552,R25-264-1,MASH,unknown,2025-08-25HE,train,high,3.6476,98.81,1,32256,23552,512,1.0,,,,844
R25-264-3_x045568_y027648,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,45568,27648,512,1.0,,,,845
R25-264-31_x006144_y017408,R25-264-31,MASH,unknown,2025-08-25HE,test,upper,3.2852,71.78,2,6144,17408,512,1.0,,,,846
R25-264-32_x022016_y022016__r2,R25-264-32,MASH,unknown,2025-08-25HE,test,high,5.9659,97.72,2,22016,22016,512,1.0,,,R25-264-32_x022016_y022016,847
R25-264-35_x020480_y026112,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,4.374,82.6,3,20480,26112,512,1.0,,,,848
R25-264-36_x009216_y007168,R25-264-36,MASH,unknown,2025-08-25HE,train,high,5.5877,93.84,3,9216,7168,512,1.0,,,,849
R25-264-1_x028672_y020480,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,0.3784,62.5,3,28672,20480,512,1.0,,,,850
R25-264-32_x013824_y019456,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.0595,74.14,3,13824,19456,512,1.0,,,,851
R26-122-31_HE_98_x020992_y018944,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,0.6855,20.44,5,20992,18944,512,1.0,,,,852
R26-122-34_HE_93_x016896_y007680,R26-122-34_HE_93,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,4.5127,80.98,9,16896,7680,512,0.9238,,,,853
R25-264-3_x012800_y007680__r2,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,12800,7680,512,1.0,,,R25-264-3_x012800_y007680,854
R25-264-35_x014848_y026112,R25-264-35,MASH,unknown,2025-08-25HE,test,anchor,2.3558,47.51,3,14848,26112,512,1.0,,,,855
R26-122-23_HE_91_x007680_y014848__r2,R26-122-23_HE_91,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,4.9515,89.45,5,7680,14848,512,1.0,,,R26-122-23_HE_91_x007680_y014848,856
R26-122-19_HE_103_x010752_y013312,R26-122-19_HE_103,CCl4,unknown,2026-04-20_CCl4_HE,train,high,5.1659,95.98,5,10752,13312,512,1.0,,,,857
R25-264-12_x030208_y014848,R25-264-12,MASH,unknown,2025-08-25HE,test,high,4.8252,98.27,2,30208,14848,512,1.0,,,,858
R25-264-34_x015360_y018944,R25-264-34,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,15360,18944,512,1.0,,,,859
R25-264-31_x011776_y019968,R25-264-31,MASH,unknown,2025-08-25HE,test,low,,0.0,0,11776,19968,512,1.0,,,,860
R25-264-1_x015360_y023040,R25-264-1,MASH,unknown,2025-08-25HE,train,low,,0.0,0,15360,23040,512,1.0,,,,861
R25-264-3_x037376_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,low,,0.0,0,37376,20992,512,1.0,,,,862
R25-264-12_x026112_y014336,R25-264-12,MASH,unknown,2025-08-25HE,test,mid,-0.1237,38.53,1,26112,14336,512,1.0,,,,863
R25-264-30_x012800_y014336__r2,R25-264-30,MASH,unknown,2025-08-25HE,train,mid,1.2949,49.01,2,12800,14336,512,1.0,,,R25-264-30_x012800_y014336,864
R25-264-37_x017920_y007680__r2,R25-264-37,MASH,unknown,2025-08-25HE,train,low,-0.7196,2.81,2,17920,7680,512,1.0,,,R25-264-37_x017920_y007680,865
R26-122-26_HE_107_x009216_y017408,R26-122-26_HE_107,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.3344,74.19,3,9216,17408,512,1.0,,,,866
R25-264-12_x023040_y015360,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,-0.6139,29.44,1,23040,15360,512,1.0,,,,867
R26-122-3_HE_72_x006656_y009728__r2,R26-122-3_HE_72,CCl4,unknown,2026-04-20_CCl4_HE,train,anchor,2.2499,43.26,3,6656,9728,512,1.0,,,R26-122-3_HE_72_x006656_y009728,868
R26-122-15_HE_85_x022016_y015360,R26-122-15_HE_85,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,5.3737,84.41,11,22016,15360,512,1.0,,,,869
R25-264-30_x033792_y026112,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,0.8079,39.92,1,33792,26112,512,1.0,,,,870
R25-264-12_x032768_y014336,R25-264-12,MASH,unknown,2025-08-25HE,test,upper,2.1145,72.73,2,32768,14336,512,1.0,,,,871
R25-264-35_x010240_y015360,R25-264-35,MASH,unknown,2025-08-25HE,test,high,5.9254,95.3,6,10240,15360,512,1.0,,,,872
R25-264-11_x034816_y026624,R25-264-11,MASH,unknown,2025-08-25HE,train,high,7.9579,99.03,4,34816,26624,512,1.0,,,,873
R26-122-31_HE_98_x028160_y011264,R26-122-31_HE_98,CCl4,unknown,2026-04-20_CCl4_HE,test,low,0.1,12.15,11,28160,11264,512,0.9109,,,,874
R25-264-1_x029696_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,anchor,,0.0,0,29696,24064,512,1.0,,,,875
R25-264-10_x015872_y016896,R25-264-10,MASH,unknown,2025-08-25HE,test,upper,3.5313,70.17,2,15872,16896,512,1.0,,,,876
R25-264-12_x033792_y021504,R25-264-12,MASH,unknown,2025-08-25HE,test,anchor,,0.0,0,33792,21504,512,1.0,,,,877
R25-264-3_x040960_y020992__r2,R25-264-3,MASH,unknown,2025-08-25HE,train,anchor,0.4831,27.03,1,40960,20992,512,1.0,,,R25-264-3_x040960_y020992,878
R25-264-30_x014848_y014336,R25-264-30,MASH,unknown,2025-08-25HE,train,low,,0.0,0,14848,14336,512,1.0,,,,879
R25-264-36_x027648_y016384,R25-264-36,MASH,unknown,2025-08-25HE,train,low,1.5864,27.17,2,27648,16384,512,1.0,,,,880
R25-264-1_x008704_y024064,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,-0.6347,39.29,1,8704,24064,512,1.0,,,,881
R25-264-31_x033792_y009728,R25-264-31,MASH,unknown,2025-08-25HE,test,low,-2.2633,4.6,2,33792,9728,512,1.0,,,,882
R25-264-11_x019968_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,anchor,3.9653,80.0,2,19968,12288,512,1.0,,,,883
R25-264-31_x025600_y019968,R25-264-31,MASH,unknown,2025-08-25HE,test,mid,2.8389,65.03,3,25600,19968,512,1.0,,,,884
R25-264-32_x032768_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,anchor,-6.1997,0.76,1,32768,10752,512,1.0,,,,885
R25-264-33_x017920_y007168,R25-264-33,MASH,unknown,2025-08-25HE,train,low,-1.127,4.41,2,17920,7168,512,1.0,,,,886
R25-264-34_x019456_y018944,R25-264-34,MASH,unknown,2025-08-25HE,train,high,4.8829,97.25,3,19456,18944,512,1.0,,,,887
R25-264-30_x043008_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,0.5336,35.57,2,43008,8192,512,1.0,,,,888
R26-122-22_HE_106_x016384_y017920,R26-122-22_HE_106,CCl4,unknown,2026-04-20_CCl4_HE,train,low,2.005,19.05,4,16384,17920,512,1.0,,,,889
R25-264-11_x023552_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,high,5.9415,93.87,1,23552,12288,512,1.0,,,,890
R25-264-11_x039424_y012288,R25-264-11,MASH,unknown,2025-08-25HE,train,upper,3.5718,76.13,2,39424,12288,512,1.0,,,,891
R25-264-11_x010752_y011776,R25-264-11,MASH,unknown,2025-08-25HE,train,mid,2.6525,58.39,1,10752,11776,512,1.0,,,,892
R26-122-36_HE_95_x004608_y012800,R26-122-36_HE_95,CCl4,unknown,2026-04-20_CCl4_HE,train,upper,4.3459,84.7,2,4608,12800,512,1.0,,,,893
R25-264-1_x009728_y024064__r2,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,0.0138,52.98,1,9728,24064,512,1.0,,,R25-264-1_x009728_y024064,894
R25-264-3_x035840_y014336,R25-264-3,MASH,unknown,2025-08-25HE,train,high,5.3034,95.61,4,35840,14336,512,1.0,,,,895
R25-264-13_x022528_y018944__r2,R25-264-13,MASH,unknown,2025-08-25HE,train,mid,0.7162,32.27,3,22528,18944,512,1.0,,,R25-264-13_x022528_y018944,896
R25-264-37_x027136_y010240,R25-264-37,MASH,unknown,2025-08-25HE,train,mid,3.1913,54.99,6,27136,10240,512,1.0,,,,897
R25-264-37_x025088_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,anchor,1.2201,16.62,6,25088,7680,512,1.0,,,,898
R25-264-37_x015872_y007680,R25-264-37,MASH,unknown,2025-08-25HE,train,upper,5.2269,84.91,5,15872,7680,512,1.0,,,,899
R25-264-1_x012800_y022016,R25-264-1,MASH,unknown,2025-08-25HE,train,upper,1.6214,80.95,1,12800,22016,512,1.0,,,,900
R25-264-32_x034304_y022016,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,4.002,87.07,2,34304,22016,512,1.0,,,,901
R25-264-31_x008704_y015872,R25-264-31,MASH,unknown,2025-08-25HE,test,high,7.7421,99.08,3,8704,15872,512,1.0,,,,902
R25-264-33_x021504_y018944,R25-264-33,MASH,unknown,2025-08-25HE,train,anchor,1.2535,27.06,3,21504,18944,512,1.0,,,,903
R26-122-9_HE_78_x009216_y019456,R26-122-9_HE_78,CCl4,unknown,2026-04-20_CCl4_HE,test,anchor,3.8546,71.35,5,9216,19456,512,1.0,,,,904
R25-264-3_x036352_y020992,R25-264-3,MASH,unknown,2025-08-25HE,train,mid,1.2519,40.2,3,36352,20992,512,1.0,,,,905
R25-264-35_x006144_y026112,R25-264-35,MASH,unknown,2025-08-25HE,test,upper,4.0099,77.62,3,6144,26112,512,1.0,,,,906
R25-264-37_x015360_y020480,R25-264-37,MASH,unknown,2025-08-25HE,train,high,5.7004,90.79,7,15360,20480,512,1.0,,,,907
R25-264-1_x022528_y020480__r2,R25-264-1,MASH,unknown,2025-08-25HE,train,mid,-0.6541,38.69,1,22528,20480,512,1.0,,,R25-264-1_x022528_y020480,908
R25-264-13_x011264_y011776,R25-264-13,MASH,unknown,2025-08-25HE,train,high,5.4438,97.12,5,11264,11776,512,1.0,,,,909
R26-122-29_HE_82_x015872_y017408,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,low,-1.5391,2.22,1,15872,17408,512,1.0,,,,910
R25-264-35_x007680_y019968__r2,R25-264-35,MASH,unknown,2025-08-25HE,test,high,6.0168,96.41,4,7680,19968,512,1.0,,,R25-264-35_x007680_y019968,911
R25-264-32_x020480_y022528,R25-264-32,MASH,unknown,2025-08-25HE,test,mid,0.5155,32.32,1,20480,22528,512,1.0,,,,912
R25-264-13_x041984_y011264,R25-264-13,MASH,unknown,2025-08-25HE,train,anchor,4.4142,92.01,1,41984,11264,512,1.0,,,,913
R25-264-32_x023552_y010752,R25-264-32,MASH,unknown,2025-08-25HE,test,upper,3.5482,80.99,6,23552,10752,512,0.888,,,,914
R25-264-30_x023552_y008192,R25-264-30,MASH,unknown,2025-08-25HE,train,anchor,4.6168,92.49,4,23552,8192,512,1.0,,,,915
R26-122-29_HE_82_x017920_y016896,R26-122-29_HE_82,CCl4,unknown,2026-04-20_CCl4_HE,test,upper,4.063,71.67,5,17920,16896,512,1.0,,,,916
